id x y theta
10 432.04 453.77 -2.565
11 712.55 184.72 0.798
12 258.53 340.79 -2.000
13 209.99 649.67 0.797
14 414.56 436.31 1.268
15 271.48 692.51 0.262
849
1 57.35 381.14 -1.766
2 33.18 373.80 1.701
3 78.41 439.13 1.765
4 323.86 25.35 -0.258
5 651.33 654.32 -0.554
6 774.66 374.49 1.354
7 139.00 419.20 -1.748
8 421.56 752.90 3.048
9 161.74 663.46 -2.529
10 432.54 454.30 -2.551
11 717.83 193.29 0.735
12 257.23 335.03 -2.011
13 209.96 649.64 0.794
14 414.60 436.39 1.209
15 279.48 694.35 0.299
850
1 57.56 380.87 -1.710
2 32.98 378.66 1.696
3 77.56 447.73 1.615
4 327.62 24.82 -0.218
5 657.95 650.30 -0.587
6 774.33 380.11 1.375
7 138.87 408.37 -1.667
8 413.91 752.18 3.113
9 155.53 655.38 -2.574
10 431.74 454.00 -2.558
11 724.27 200.31 0.792
12 255.16 327.22 -1.810
13 210.00 649.65 0.789
14 414.47 435.82 1.194
15 286.24 696.59 0.239
851
1 58.12 380.32 -1.693
2 32.40 384.42 1.637
3 76.37 455.03 1.681
4 332.73 24.57 -0.230
5 663.16 643.58 -0.706
6 774.99 385.25 1.448
7 138.13 398.42 -1.687
8 405.61 751.16 -3.132
9 146.81 647.34 -2.478
10 431.41 453.89 -2.506
11 729.02 206.26 0.878
12 253.30 320.22 -1.813
13 210.14 649.76 0.773
14 414.83 435.11 1.118
15 294.62 698.50 0.312
852
1 58.04 379.46 -1.618
2 32.09 390.59 1.622
3 76.37 461.51 1.666
4 339.24 23.53 -0.170
5 669.53 635.75 -0.787
6 774.77 389.95 1.474
7 138.25 386.76 -1.635
8 397.53 750.53 -3.133
9 140.01 639.01 -2.434
10 432.06 454.68 -2.489
11 731.38 213.58 0.866
12 252.81 314.78 -1.861
13 210.18 649.82 0.766
14 414.78 435.05 1.105
15 302.60 701.36 0.276
853
1 58.56 377.98 -1.560
2 32.22 394.49 1.628
3 76.92 468.45 1.551
4 344.18 22.75 -0.148
5 675.48 629.11 -0.744
6 774.04 394.57 1.461
7 139.08 375.20 -1.532
8 390.49 749.98 -3.084
9 134.38 630.61 -2.374
10 432.17 454.14 -2.433
11 734.42 219.39 0.900
12 252.23 307.42 -1.744
13 210.16 649.80 0.765
14 414.35 434.21 1.107
15 311.14 704.27 0.326
854
1 59.26 376.16 -1.499
2 32.48 399.03 1.550
3 76.72 476.73 1.603
4 349.85 22.32 -0.119
5 681.32 622.53 -0.719
6 773.25 400.90 1.528
7 141.84 364.92 -1.604
8 382.12 748.87 -3.093
9 126.86 621.82 -2.302
10 432.16 454.29 -2.451
11 738.81 225.30 1.039
12 252.21 300.06 -1.550
13 210.09 649.76 0.769
14 414.50 434.79 1.119
15 319.31 706.28 0.351
855
1 60.49 374.13 -1.417
2 32.93 405.82 1.509
3 77.80 483.76 1.528
4 355.83 22.58 -0.118
5 689.37 615.38 -0.737
6 773.88 406.59 1.546
7 143.78 353.88 -1.482
8 374.04 748.56 -3.059
9 118.94 608.71 -2.291
10 431.39 453.72 -2.484
11 740.49 231.95 1.054
12 253.17 292.85 -1.562
13 210.24 649.84 0.768
14 414.51 434.67 1.123
15 327.60 709.49 0.369
856
1 61.82 371.65 -1.327
2 33.13 412.23 1.508
3 78.01 490.54 1.507
4 365.07 22.21 -0.036
5 696.21 609.48 -0.647
6 773.97 413.80 1.499
7 144.71 342.90 -1.466
8 366.35 747.57 -3.141
9 111.02 597.12 -2.133
10 431.31 454.17 -2.502
11 741.92 239.28 1.110
12 254.20 286.50 -1.544
13 210.22 649.75 0.766
14 414.36 434.58 1.143
15 336.85 713.07 0.372
857
1 62.36 369.68 -1.245
2 34.36 416.85 1.531
3 78.06 498.50 1.512
4 374.18 22.25 -0.089
5 699.96 604.52 -0.664
6 773.22 420.08 1.552
7 147.64 331.29 -1.316
8 359.82 748.30 3.115
9 104.57 583.76 -2.126
10 430.26 454.39 -2.548
11 744.85 247.13 1.199
12 255.13 279.78 -1.355
13 210.26 649.69 0.762
14 415.00 436.46 1.136
15 346.19 716.27 0.349
858
1 63.38 367.60 -1.107
2 35.02 423.84 1.466
3 79.02 506.41 1.493
4 381.89 22.19 -0.165
5 704.58 600.33 -0.754
6 772.81 424.62 1.594
7 151.50 320.44 -1.326
8 354.16 748.98 3.053
9 100.14 572.46 -2.075
10 429.21 454.61 -2.595
11 747.12 255.97 1.179
12 256.80 273.71 -1.263
13 210.43 649.63 0.748
14 414.95 436.38 1.158
15 355.00 718.43 0.333
859
1 65.43 365.63 -1.077
2 35.90 431.95 1.454
3 79.78 512.25 1.395
4 390.86 20.89 -0.056
5 707.54 594.87 -0.873
6 772.57 431.11 1.547
7 156.54 309.12 -1.185
8 349.10 749.11 3.022
9 95.30 562.99 -2.068
10 429.77 455.30 -2.630
11 751.03 264.10 1.130
12 257.19 270.03 -1.271
13 210.61 649.56 0.736
14 414.93 437.18 1.176
15 361.96 720.85 0.299
860
1 67.86 362.93 -1.061
2 38.27 437.99 1.434
3 79.34 518.42 1.448
4 399.00 20.79 -0.100
5 711.17 587.63 -0.900
6 770.81 436.28 1.606
7 162.06 298.95 -1.211
8 344.76 749.47 3.055
9 89.82 551.94 -2.071
10 430.17 455.61 -2.636
11 755.13 275.16 1.155
12 258.87 262.32 -1.250
13 210.86 649.51 0.718
14 415.54 437.30 1.172
15 371.12 723.01 0.365
861
1 69.72 359.90 -1.016
2 38.29 445.02 1.406
3 78.14 519.17 1.506
4 407.20 21.13 -0.091
5 715.53 579.08 -0.964
6 770.24 442.42 1.614
7 166.18 288.75 -1.251
8 339.61 749.23 3.141
9 86.34 545.36 -2.058
10 430.40 456.14 -2.686
11 757.12 283.66 1.084
12 260.23 254.13 -1.249
13 211.00 649.50 0.700
14 416.20 438.22 1.203
15 379.48 725.35 0.301
862
1 71.10 357.21 -0.968
2 39.73 452.29 1.438
3 78.46 519.86 1.482
4 416.21 21.33 0.054
5 720.45 571.13 -0.985
6 769.50 449.47 1.558
7 170.64 277.71 -1.158
8 335.16 748.82 3.113
9 84.80 545.28 -2.075
10 430.72 456.44 -2.700
11 761.50 291.43 1.109
12 262.23 246.10 -1.418
13 210.97 649.40 0.698
14 415.92 438.34 1.213
15 388.18 726.71 0.267
863
1 72.72 355.26 -1.007
2 41.82 458.91 1.459
3 78.68 520.16 1.462
4 425.63 22.94 0.044
5 723.93 562.26 -1.023
6 767.96 453.60 1.603
7 176.50 266.41 -1.092
8 331.29 747.94 3.123
9 84.54 545.29 -2.110
10 431.08 456.79 -2.736
11 762.16 298.99 1.129
12 264.21 238.73 -1.297
13 211.44 649.64 0.695
14 416.17 438.55 1.223
15 397.80 728.27 0.185
864
1 74.06 353.19 -1.009
2 42.94 466.29 1.467
3 78.69 520.29 1.459
4 434.54 24.90 0.049
5 727.72 554.23 -1.158
6 767.49 459.09 1.648
7 183.57 255.77 -0.992
8 327.83 747.01 -3.109
9 84.32 545.07 -2.114
10 431.02 456.89 -2.728
11 764.94 306.94 1.171
12 266.43 232.92 -1.117
13 211.50 649.73 0.667
14 416.42 438.77 1.232
15 406.48 729.01 0.157
865
1 75.31 350.80 -0.988
2 44.39 472.97 1.403
3 78.53 519.32 1.467
4 444.50 24.93 0.030
5 731.48 545.20 -1.099
6 766.62 465.33 1.655
7 190.49 246.72 -1.039
8 324.85 745.65 -3.053
9 84.39 545.56 -2.119
10 430.89 456.85 -2.731
11 767.46 315.58 1.269
12 269.94 228.69 -1.053
13 211.60 649.66 0.662
14 416.67 438.99 1.241
15 413.69 728.30 0.140
866
1 76.36 348.49 -1.006
2 45.63 480.39 1.367
3 78.55 519.35 1.463
4 453.10 25.30 -0.069
5 734.00 536.09 -1.127
6 765.27 470.70 1.638
7 197.95 237.28 -0.898
8 321.83 744.74 -3.015
9 84.30 546.01 -2.131
10 430.84 456.88 -2.742
11 768.47 324.20 1.249
12 273.63 223.25 -1.013
13 211.67 649.51 0.637
14 416.92 439.20 1.250
15 421.04 729.54 0.134
867
1 77.52 346.12 -1.031
2 46.93 487.10 1.355
3 78.57 519.53 1.468
4 461.20 24.75 -0.062
5 737.70 527.07 -1.255
6 763.28 476.38 1.702
7 204.63 229.10 -0.854
8 316.79 743.12 -3.001
9 84.23 545.90 -2.116
10 431.36 457.36 -2.745
11 770.30 332.64 1.256
12 277.36 217.81 -0.919
13 211.97 649.47 0.607
14 417.17 439.42 1.260
15 427.75 729.47 0.124
868
1 79.06 343.10 -1.086
2 50.55 493.35 1.269
3 78.62 519.16 1.471
4 468.91 24.87 0.010
5 740.24 516.69 -1.153
6 761.74 480.32 1.785
7 212.21 222.25 -0.715
8 312.81 741.92 -2.994
9 84.37 546.06 -2.077
10 431.77 458.54 -2.775
11 772.45 341.44 1.336
12 280.82 211.41 -1.003
13 212.20 649.41 0.578
14 417.42 439.64 1.269
15 437.56 729.11 0.092
869
1 80.51 339.97 -1.148
2 52.98 501.37 1.294
3 78.65 519.06 1.467
4 476.52 26.26 0.010
5 741.73 510.66 -1.171
6 761.22 486.00 1.748
7 220.95 214.82 -0.755
8 307.66 741.24 -3.042
9 84.33 545.96 -2.064
10 431.00 458.76 -2.763
11 773.17 349.68 1.264
12 284.64 207.62 -1.038
13 212.27 649.43 0.576
14 417.66 439.86 1.278
15 446.90 728.85 0.049
870
1 80.29 337.51 -1.227
2 53.82 507.24 1.357
3 78.78 519.46 1.458
4 482.53 26.61 0.041
5 741.48 510.67 -1.180
6 761.57 486.26 1.769
7 229.76 207.44 -0.697
8 304.27 739.76 -3.029
9 84.28 545.86 -2.039
10 431.62 459.94 -2.907
11 774.96 355.05 1.245
12 291.53 200.39 -0.867
13 212.35 649.45 0.573
14 417.78 440.69 1.298
15 456.82 727.43 -0.051
871
1 80.62 334.64 -1.366
2 54.90 511.06 1.341
3 79.09 519.54 1.449
4 488.78 26.85 0.138
5 741.21 510.51 -1.170
6 761.59 486.09 1.762
7 237.82 200.55 -0.675
8 300.01 738.12 -3.009
9 84.09 545.74 -2.013
10 431.97 460.18 -2.927
11 774.20 363.31 1.297
12 297.67 194.99 -0.843
13 212.23 649.42 0.578
14 417.90 441.52 1.319
15 465.61 725.16 -0.136
872
1 80.53 331.81 -1.580
2 55.55 514.53 1.267
3 79.25 519.50 1.476
4 495.04 30.50 0.069
5 741.15 510.37 -1.156
6 761.61 486.12 1.737
7 246.79 193.16 -0.642
8 295.37 736.83 -2.983
9 84.01 545.59 -2.014
10 432.12 460.24 -2.939
11 774.41 369.72 1.351
12 303.46 190.45 -0.907
13 211.91 649.28 0.584
14 418.01 442.35 1.339
15 476.11 721.60 -0.303
873
1 79.26 330.26 -1.753
2 57.01 518.91 1.282
3 79.23 519.32 1.478
4 502.32 31.71 0.111
5 741.32 510.21 -1.116
6 761.67 485.83 1.711
7 256.98 185.54 -0.572
8 290.79 736.41 -3.050
9 83.99 545.08 -1.990
10 432.40 460.97 -2.950
11 776.52 375.99 1.430
12 309.58 185.72 -0.788
13 211.86 649.22 0.579
14 418.13 443.19 1.359
15 485.54 716.86 -0.396
874
1 76.73 327.64 -1.847
2 59.13 523.69 1.308
3 79.21 519.15 1.480
4 507.26 32.88 0.202
5 741.11 510.22 -1.102
6 762.07 486.13 1.689
7 266.69 177.82 -0.595
8 285.89 734.57 -3.001
9 83.86 544.84 -1.985
10 432.25 461.28 -2.894
11 776.41 384.00 1.479
12 312.76 181.06 -0.678
13 211.86 649.11 0.567
14 418.25 444.02 1.379
15 493.41 711.55 -0.440
875
1 75.28 325.48 -1.961
2 59.95 527.60 1.211
3 79.19 518.98 1.482
4 511.71 36.07 0.150
5 740.48 510.33 -1.121
6 762.43 486.70 1.644
7 277.41 170.91 -0.592
8 281.64 733.75 -2.968
9 83.74 544.60 -1.980
10 431.91 461.29 -2.953
11 774.26 390.93 1.465
12 320.31 176.78 -0.712
13 211.99 649.20 0.566
14 418.36 444.85 1.399
15 500.84 707.22 -0.453
876
1 74.02 323.83 -2.032
2 61.13 531.15 1.187
3 79.18 518.80 1.485
4 519.04 38.50 0.165
5 739.78 510.16 -1.194
6 762.62 487.92 1.586
7 287.71 164.20 -0.613
8 278.91 732.40 -2.955
9 83.61 544.36 -1.974
10 432.76 461.54 -3.008
11 774.78 399.69 1.476
12 326.93 174.15 -0.634
13 212.00 649.18 0.562
14 418.54 445.33 1.354
15 506.90 702.77 -0.459
877
1 71.55 321.13 -2.064
2 65.79 538.19 0.994
3 79.16 518.63 1.487
4 525.05 39.96 0.226
5 738.60 509.33 -1.290
6 762.50 488.09 1.599
7 296.26 158.30 -0.519
8 274.29 730.15 -2.968
9 83.49 544.12 -1.969
10 433.11 461.41 -3.010
11 774.45 409.45 1.510
12 331.89 171.43 -0.495
13 212.32 649.32 0.561
14 418.30 445.19 1.360
15 515.42 698.03 -0.547
878
1 68.83 318.60 -2.095
2 66.19 541.46 0.973
3 79.14 518.45 1.489
4 528.94 41.01 0.200
5 737.56 506.19 -1.409
6 762.65 488.65 1.571
7 303.44 152.70 -0.544
8 268.16 727.84 -2.920
9 86.52 542.68 -2.066
10 433.10 461.49 -3.025
11 773.22 418.46 1.440
12 338.16 167.75 -0.467
13 212.33 649.27 0.553
14 418.41 445.73 1.363
15 523.14 691.98 -0.600
879
1 66.34 315.77 -2.136
2 66.04 543.34 0.998
3 79.12 518.28 1.491
4 534.98 44.23 0.308
5 736.76 502.95 -1.435
6 762.64 490.28 1.567
7 311.71 147.64 -0.520
8 262.57 725.91 -2.902
9 86.39 542.53 -2.050
10 433.23 461.63 -2.985
11 773.86 426.61 1.519
12 344.65 166.28 -0.489
13 212.32 649.21 0.542
14 418.26 446.07 1.377
15 530.81 686.02 -0.631
880
1 64.05 312.09 -2.115
2 66.24 545.58 0.986
3 79.10 518.10 1.493
4 541.62 46.20 0.377
5 736.60 499.96 -1.435
6 762.35 491.96 1.571
7 322.81 142.34 -0.435
8 256.42 724.15 -2.988
9 86.34 542.57 -2.042
10 433.49 462.04 -3.044
11 772.56 434.47 1.525
12 353.56 163.72 -0.371
13 212.28 649.20 0.548
14 419.00 446.97 1.376
15 538.80 678.32 -0.660
881
1 62.01 309.66 -2.136
2 67.08 547.67 0.981
3 79.08 517.93 1.496
4 547.88 49.68 0.326
5 738.15 495.80 -1.466
6 761.78 494.87 1.666
7 332.96 137.27 -0.442
8 252.19 721.83 -2.926
9 86.14 542.36 -2.063
10 433.98 462.60 -3.101
11 770.82 439.83 1.527
12 362.08 160.89 -0.382
13 212.35 649.25 0.556
14 419.43 448.19 1.300
15 545.70 672.37 -0.680
882
1 59.64 306.76 -2.077
2 69.01 550.05 0.973
3 79.06 517.76 1.498
4 552.36 51.20 0.357
5 737.19 491.64 -1.512
6 760.56 498.52 1.762
7 342.92 133.91 -0.354
8 249.45 719.99 -2.852
9 85.94 542.20 -2.098
10 433.71 462.81 -3.101
11 772.24 447.45 1.631
12 368.71 159.58 -0.431
13 212.27 649.26 0.564
14 419.34 448.62 1.373
15 552.94 666.71 -0.724
883
1 57.97 303.60 -2.066
2 71.76 554.10 0.891
3 79.05 517.58 1.500
4 559.09 53.68 0.470
5 734.16 485.97 -1.460
6 758.90 500.75 1.849
7 354.45 129.86 -0.336
8 245.30 717.53 -2.839
9 86.23 542.08 -2.104
10 433.76 462.94 -3.094
11 772.06 454.73 1.544
12 375.45 157.27 -0.304
13 212.28 649.27 0.567
14 419.52 448.41 1.389
15 559.42 659.33 -0.727
884
1 56.87 300.71 -2.055
2 73.23 557.60 0.969
3 79.03 517.41 1.502
4 565.63 58.09 0.418
5 733.77 480.33 -1.531
6 757.50 503.57 1.885
7 365.43 127.57 -0.288
8 241.54 714.70 -2.807
9 86.53 541.96 -2.110
10 433.82 462.70 -3.079
11 770.47 458.73 1.593
12 381.60 155.42 -0.146
13 212.24 649.30 0.575
14 419.26 447.92 1.363
15 566.54 651.42 -0.787
885
1 56.18 298.85 -1.944
2 74.44 560.36 1.037
3 79.01 517.23 1.505
4 572.05 61.74 0.386
5 733.50 473.78 -1.630
6 756.96 507.94 1.915
7 376.13 124.83 -0.369
8 236.64 711.75 -2.711
9 86.82 541.84 -2.116
10 434.55 462.84 -3.081
11 767.86 463.94 1.614
12 389.04 156.85 -0.171
13 212.20 649.33 0.579
14 419.39 447.77 1.343
15 573.20 643.90 -0.772
886
1 55.84 297.27 -1.817
2 76.83 565.18 0.987
3 78.99 517.06 1.507
4 580.33 65.62 0.417
5 732.28 466.05 -1.573
6 754.28 513.25 1.838
7 387.32 121.21 -0.279
8 232.52 708.00 -2.654
9 87.11 541.71 -2.123
10 435.38 462.91 -3.076
11 767.53 469.24 1.720
12 397.64 156.84 -0.092
13 212.20 649.39 0.594
14 419.91 448.98 1.315
15 580.74 636.63 -0.751
887
1 56.33 295.93 -1.687
2 80.67 568.59 0.899
3 78.97 516.89 1.509
4 585.54 67.66 0.511
5 730.59 458.31 -1.545
6 752.58 516.86 1.830
7 396.93 118.14 -0.202
8 228.65 703.83 -2.564
9 88.89 544.13 -2.149
10 435.44 463.31 -3.119
11 766.37 475.44 1.750
12 404.08 155.85 -0.019
13 212.33 649.55 0.634
14 420.20 450.05 1.325
15 588.97 628.89 -0.762
888
1 56.97 293.05 -1.620
2 84.52 572.48 0.852
3 79.01 517.20 1.506
4 591.57 71.13 0.569
5 730.73 451.81 -1.564
6 750.24 521.66 1.902
7 407.83 116.62 -0.172
8 223.88 699.25 -2.529
9 88.62 543.56 -2.133
10 435.36 463.58 3.126
11 765.01 480.38 1.691
12 413.66 156.99 -0.080
13 212.18 649.63 0.645
14 419.89 449.73 1.354
15 597.34 622.54 -0.745
889
1 57.76 289.72 -1.517
2 88.31 578.85 0.886
3 78.96 516.81 1.511
4 598.97 77.09 0.550
5 729.31 444.25 -1.509
6 748.65 527.00 1.909
7 419.99 115.81 -0.156
8 219.49 696.21 -2.597
9 87.47 541.69 -2.049
10 434.99 463.84 -3.135
11 763.07 485.86 1.650
12 422.64 157.63 -0.020
13 212.16 649.70 0.670
14 419.96 449.67 1.363
15 605.39 614.85 -0.757
890
1 58.13 286.66 -1.388
2 93.70 584.92 0.875
3 78.26 514.37 1.568
4 606.90 81.68 0.580
5 729.41 435.78 -1.467
6 746.88 531.90 1.838
7 432.73 115.18 -0.115
8 215.19 692.70 -2.577
9 85.43 538.24 -2.083
10 435.12 463.99 -3.130
11 761.57 491.66 1.866
12 431.18 157.62 0.100
13 211.98 649.76 0.689
14 420.05 449.47 1.343
15 612.62 607.79 -0.781
891
1 59.12 284.80 -1.215
2 99.04 592.05 0.893
3 77.91 513.79 1.545
4 613.58 87.20 0.505
5 730.96 426.97 -1.452
6 744.22 535.64 1.866
7 446.18 114.61 -0.141
8 212.50 690.66 -2.556
9 86.68 539.93 -2.054
10 435.45 463.57 -3.114
11 759.23 498.53 1.857
12 440.80 160.05 -0.016
13 211.89 650.10 0.729
14 420.52 449.95 1.309
15 619.53 600.18 -0.766
892
1 61.78 283.20 -1.101
2 104.71 597.88 0.906
3 78.31 513.88 1.507
4 620.87 92.14 0.602
5 731.57 418.01 -1.387
6 742.11 539.57 1.882
7 459.05 113.28 -0.122
8 208.33 687.64 -2.551
9 86.76 539.74 -2.053
10 435.90 463.29 -3.092
11 756.47 504.15 1.869
12 449.54 161.22 0.053
13 211.93 650.50 0.751
14 420.69 449.83 1.298
15 625.98 593.29 -0.813
893
1 63.88 281.73 -0.901
2 111.25 605.03 0.833
3 78.36 514.30 1.494
4 626.73 96.37 0.654
5 733.48 408.39 -1.484
6 740.40 544.26 1.833
7 470.18 111.77 -0.170
8 203.62 684.76 -2.575
9 86.44 539.42 -2.045
10 436.65 462.78 -3.108
11 755.70 511.17 1.900
12 456.98 161.81 0.244
13 211.70 650.63 0.791
14 420.62 449.70 1.306
15 632.44 585.85 -0.828
894
1 65.05 280.52 -0.769
2 116.97 612.49 0.770
3 78.20 514.43 1.503
4 632.88 101.79 0.614
5 734.67 399.32 -1.397
6 738.80 548.20 1.835
7 482.32 110.18 -0.147
8 199.43 683.04 -2.605
9 86.47 539.26 -2.034
10 437.93 463.00 3.085
11 752.91 517.66 1.809
12 464.63 163.84 0.093
13 211.59 650.74 0.814
14 420.67 450.39 1.258
15 638.68 578.33 -0.923
895
1 65.21 280.12 -0.707
2 123.12 619.39 0.765
3 78.02 513.29 1.526
4 640.26 107.52 0.644
5 736.58 390.47 -1.391
6 735.84 552.11 1.881
7 492.79 110.57 -0.082
8 193.74 680.18 -2.630
9 86.10 537.88 -2.042
10 438.43 463.33 -3.036
11 750.81 521.83 1.805
12 470.88 165.51 0.002
13 211.36 650.10 0.809
14 420.05 449.45 1.260
15 645.08 571.05 -0.940
896
1 65.03 279.64 -0.708
2 129.23 625.14 0.708
3 77.89 511.72 1.526
4 645.98 112.03 0.692
5 738.88 380.86 -1.455
6 733.06 556.78 2.000
7 501.03 110.95 -0.111
8 188.17 676.44 -2.642
9 85.51 535.60 -2.027
10 439.74 463.20 -3.017
11 748.84 526.15 1.843
12 479.84 166.94 0.206
13 211.37 649.95 0.795
14 420.25 449.29 1.184
15 651.07 561.93 -1.008
897
1 63.97 279.18 -0.762
2 137.45 631.28 0.711
3 77.75 509.82 1.539
4 649.35 116.43 0.636
5 739.63 373.04 -1.385
6 730.45 562.11 1.962
7 510.63 111.72 -0.070
8 182.00 673.82 -2.704
9 84.94 533.99 -2.047
10 439.81 463.20 -2.977
11 748.13 529.41 1.909
12 487.50 167.93 0.251
13 211.36 649.94 0.794
14 420.09 448.58 1.207
15 655.71 554.08 -1.041
898
1 63.84 279.24 -0.831
2 145.91 636.54 0.668
3 77.87 508.28 1.514
4 655.57 122.98 0.691
5 740.69 364.12 -1.440
6 728.00 565.78 1.973
7 521.62 112.36 -0.044
8 177.18 672.19 -2.773
9 84.82 532.11 -2.027
10 439.88 463.21 -2.936
11 746.83 534.64 1.955
12 493.93 170.32 0.188
13 211.52 649.97 0.784
14 420.45 448.27 1.189
15 658.91 545.15 -1.055
899
1 63.94 278.99 -0.865
2 154.12 642.12 0.659
3 78.64 508.64 1.428
4 662.93 129.04 0.791
5 742.38 355.59 -1.424
6 725.04 569.97 2.014
7 533.00 113.14 0.125
8 173.42 670.68 -2.764
9 86.50 535.31 -1.932
10 439.94 463.21 -2.895
11 745.08 540.42 1.818
12 500.70 173.59 0.304
13 211.58 649.98 0.790
14 420.60 448.67 1.165
15 663.04 536.32 -1.116
900
1 63.95 279.07 -0.915
2 155.76 642.27 0.546
3 78.54 508.40 1.357
4 668.17 135.96 0.703
5 742.06 347.64 -1.356
6 723.49 574.21 2.075
7 544.16 115.89 0.113
8 173.15 670.53 -2.744
9 86.80 532.53 -1.943
10 440.01 463.22 -2.855
11 743.36 543.06 1.820
12 505.83 174.91 0.427
13 211.58 649.91 0.789
14 421.29 449.40 1.144
15 666.63 527.41 -1.100
901
1 64.31 278.53 -0.977
2 157.05 641.62 0.470
3 78.11 507.98 1.374
4 675.34 142.27 0.726
5 742.89 339.15 -1.556
6 719.94 579.87 2.064
7 554.57 118.56 0.229
8 173.15 670.44 -2.728
9 87.69 532.47 -1.980
10 440.07 463.22 -2.814
11 740.62 547.47 1.881
12 511.90 177.86 0.399
13 211.58 649.90 0.789
14 420.50 447.76 1.118
15 670.02 517.99 -1.130
902
1 64.37 278.70 -0.970
2 162.61 642.62 0.410
3 77.76 507.74 1.392
4 681.94 147.53 0.684
5 742.76 329.92 -1.481
6 716.76 584.00 2.063
7 564.73 122.68 0.302
8 172.94 670.26 -2.675
9 87.43 531.79 -1.985
10 440.10 463.36 -2.807
11 739.70 550.43 1.950
12 517.02 181.49 0.407
13 211.55 649.88 0.788
14 420.22 447.57 1.133
15 674.35 509.34 -1.176
903
1 64.39 278.42 -1.007
2 167.98 643.59 0.371
3 79.08 507.40 1.349
4 686.15 152.68 0.757
5 743.02 321.46 -1.601
6 714.12 586.86 2.118
7 574.78 126.38 0.358
8 173.15 670.30 -2.649
9 87.99 532.64 -1.973
10 440.12 463.49 -2.800
11 738.44 553.71 1.965
12 523.63 185.50 0.556
13 211.54 649.87 0.788
14 420.62 447.99 1.106
15 677.57 498.95 -1.227
904
1 64.62 278.28 -1.016
2 175.23 644.82 0.317
3 78.85 506.96 1.400
4 690.09 157.18 0.814
5 743.17 313.24 -1.636
6 711.55 591.90 2.076
7 584.89 131.83 0.470
8 172.98 670.28 -2.630
9 87.60 531.57 -1.931
10 440.14 463.62 -2.793
11 737.33 558.45 1.857
12 529.53 188.50 0.560
13 211.49 649.84 0.778
14 420.52 447.69 1.139
15 680.05 488.70 -1.281
905
1 65.00 278.04 -1.023
2 181.56 645.72 0.271
3 78.23 507.23 1.382
4 694.10 162.77 0.842
5 742.38 304.59 -1.510
6 708.75 595.60 2.047
7 594.45 137.48 0.443
8 171.67 670.29 -2.634
9 86.49 531.19 -1.970
10 440.17 463.75 -2.786
11 732.73 563.71 1.805
12 535.14 191.69 0.449
13 211.43 649.90 0.792
14 420.32 447.35 1.179
15 682.21 478.46 -1.354
906
1 65.09 277.95 -0.976
2 188.30 647.38 0.349
3 77.52 504.91 1.358
4 698.06 169.13 0.817
5 742.96 295.09 -1.514
6 704.85 601.20 2.061
7 603.19 143.95 0.575
8 170.04 670.19 -2.678
9 85.73 527.96 -1.921
10 440.19 463.88 -2.779
11 730.89 564.35 1.910
12 540.51 194.00 0.399
13 211.34 649.96 0.818
14 421.08 447.86 1.097
15 684.63 467.50 -1.331
907
1 65.42 277.62 -0.958
2 189.80 649.53 0.369
3 78.23 507.54 1.381
4 702.25 176.48 0.965
5 744.73 285.52 -1.429
6 702.99 605.58 2.000
7 610.57 148.62 0.560
8 166.25 669.25 -2.737
9 86.83 531.38 -1.935
10 440.21 464.01 -2.772
11 731.53 566.56 2.011
12 547.15 196.43 0.412
13 211.63 650.44 0.830
14 421.28 447.54 1.070
15 685.43 457.56 -1.369
908
1 65.35 277.56 -0.952
2 189.51 651.94 0.507
3 77.33 505.67 1.378
4 705.98 183.11 0.975
5 744.53 277.64 -1.352
6 699.11 609.67 1.980
7 618.99 154.17 0.547
8 164.22 667.61 -2.754
9 86.02 528.63 -1.869
10 440.24 464.14 -2.765
11 730.30 568.19 2.053
12 551.03 200.14 0.439
13 211.69 650.24 0.877
14 421.47 447.69 1.108
15 686.77 446.90 -1.399
909
1 64.97 277.45 -0.943
2 189.78 653.75 0.536
3 77.69 506.61 1.338
4 710.23 190.14 0.928
5 745.78 268.14 -1.573
6 695.65 613.59 2.059
7 627.47 160.21 0.496
8 162.96 665.52 -2.741
9 86.03 528.84 -1.838
10 440.55 464.53 -2.782
11 729.47 570.13 2.108
12 555.79 205.75 0.618
13 211.85 650.29 0.912
14 421.53 447.98 1.134
15 687.54 436.42 -1.416
910
1 64.32 277.57 -0.956
2 190.23 654.92 0.576
3 77.20 506.43 1.386
4 715.00 196.58 0.993
5 744.57 261.67 -1.533
6 693.24 617.40 2.103
7 637.23 167.45 0.530
8 162.64 664.19 -2.712
9 86.02 529.28 -1.849
10 440.85 464.91 -2.799
11 728.21 572.56 2.209
12 560.30 211.76 0.793
13 211.98 650.22 0.963
14 421.82 448.32 1.135
15 689.09 427.65 -1.438
911
1 63.98 277.70 -0.995
2 191.78 657.75 0.677
3 77.38 507.27 1.372
4 718.33 201.67 0.993
5 742.34 256.27 -1.553
6 690.33 622.22 2.097
7 646.43 174.87 0.586
8 162.16 663.11 -2.658
9 85.76 529.84 -1.854
10 441.16 465.30 -2.816
11 726.38 575.68 2.155
12 565.50 218.11 0.763
13 212.13 650.23 1.019
14 422.03 448.71 1.118
15 688.74 418.36 -1.431
912
1 63.86 277.69 -1.014
2 192.10 659.79 0.779
3 76.44 507.54 1.418
4 721.66 207.58 0.909
5 740.30 248.93 -1.657
6 687.03 625.61 2.122
