X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	
386.2	675.53	-2	737.58	730.16	1	449.69	687.91	-2	204.48	356.71	NaN	169.68	421.25	-2	157.65	381.24	-2
387.61	675.67	-2	733.33	733.67	1	450.5	688.18	-2	201.96	356.23	NaN	169.64	421.39	-2	157.3	381.48	-2
389.02	675.81	-2	727.34	741.42	1	451.3	688.45	-2	201.42	356.38	NaN	169.61	421.53	-2	156.96	381.72	-2
390.43	675.94	-2	718.32	756.52	1	452.11	688.72	-2	201.75	356.25	NaN	169.58	421.67	-2	156.61	381.95	-2
391.84	676.08	1	703.67	773.44	1	452.91	688.99	1	203.27	357.33	NaN	169.54	421.8	-2	158	382	-2
394.19	679	1	689.51	787.04	1	455.85	691.4	1	202.51	357.6	-2	169.51	421.94	-2	160	382	-2
394.7	680.01	1	667.59	805.97	1	467.02	691.85	1	201.75	357.86	-2	169.47	422.08	-2	159.38	382.27	-2
395.36	681.11	1	655.95	814.84	1	490.84	694.72	1	201	359	-2	169.52	422.24	-2	158.76	382.53	-2
397.06	681.06	1	653.65	814.03	1	504.47	705.21	1	200	360	-2	171	422	-2	158.14	382.8	-2
399.33	683.01	1	655.3	809.37	1	513.32	724	1	199.26	360.1	-2	172	422	-2	157.52	383.07	-2
399.92	682.55	1	645.66	810.58	1	522.81	736.78	1	198.55	360.08	-2	173	422	-2	156.9	383.34	-2
401.91	682.97	1	639.26	815.7	1	532.93	749.08	1	197.84	360.07	-2	172.63	422.3	-2	156.28	383.6	-2
404	683.03	1	626	826.36	1	539.26	752.09	1	197.13	360.05	-2	172.81	422.65	-2	155.66	383.87	-2
409.12	683.61	1	612.26	835.99	1	542.73	753.23	1	196.42	360.03	-2	173	423	-2	155.04	384.14	-2
417.52	685.51	1	590.57	847.43	1	546.48	751.96	1	195.71	360.02	-2	171.51	423.22	-2	154.42	384.4	-2
420.27	685.95	1	562.16	853.17	1	548.58	750.16	1	195	360	-2	171.14	423.52	-2	153.8	384.67	-2
422.84	687.45	1	534.41	864.04	1	553.03	746.9	1	194.09	360.78	-2	171	423.78	-2	153.18	384.94	-2
426.95	688.27	1	525.91	865.15	1	556.5	742.4	1	193.35	360.88	-2	171	424	-2	152.56	385.2	-2
429	688.62	1	517.86	875.45	1	557.67	740	1	192.59	361.07	-2	170	424	-2	151.94	385.47	-2
433.08	690.35	1	512.15	877.71	1	559.21	740	1	191.82	361.34	-2	169.03	423.86	-2	151.32	385.74	-2
437.9	692.44	1	512.38	875.23	1	553.19	741.93	1	191.06	361.6	-2	169	424	-2	150.7	386.01	-2
441.44	696.39	1	509.93	874.52	1	549.1	749.03	1	190.61	361.65	-2	169.05	423.38	-2	150.41	386.25	-2
444.55	700.33	1	510.31	869.97	1	543.88	753.67	1	190.17	361.71	-2	169.02	423.49	-2	150.16	386.49	-2
449.11	704.11	1	506.73	866.53	1	528.61	764.3	1	189.74	361.77	-2	168.99	423.61	-2	149.91	386.74	-2
459.58	713.64	1	494.56	864.56	1	522.79	783.26	1	189.3	361.83	-2	168.96	423.72	-2	149.66	386.98	-2
463.6	715.98	1	473.96	865.87	1	520.55	793.91	1	188.87	361.88	-2	168.93	423.84	-2	149.41	387.22	-2
466.96	717.95	1	455.65	860.83	1	521.99	794.17	1	188.43	361.94	-2	168.89	423.95	-2	149.15	387.47	-2
469.31	719.71	1	441.52	854.44	1	523.6	797.56	1	188	362	-2	168.86	424.07	-2	148.9	387.71	-2
472.82	720.57	1	411.43	845.37	1	524.78	802	1	189.4	361.94	-2	168.83	424.18	-2	148.65	387.96	-2
478.77	723.22	1	385.59	824.67	1	522.52	807.57	1	189	362	-2	168.8	424.3	-2	148.4	388.2	-2
484.2	725.81	1	378.06	811.18	1	516.13	811.13	1	188.46	363.1	-2	168.77	424.41	-2	148.17	388.46	-2
491.54	728.12	1	367.42	803.83	1	507.1	812.27	1	188.06	363.17	-2	168.74	424.53	-2	147.95	388.73	-2
495.76	727.22	1	362.09	801.58	1	491.97	816.81	1	187.66	363.25	-2	168.71	424.64	-2	147.74	389.02	-2
504.43	724.73	1	355.22	802.32	1	466.38	818.54	1	187.29	363.33	-2	168.68	424.76	-2	147.53	389.3	-2
513.2	726.17	1	345.78	800.43	1	444.5	818.06	1	186.92	363.4	-2	168.64	424.87	-2	147.31	389.59	-2
524.63	725.58	1	342.48	798.48	1	434.02	819.84	1	186.54	363.48	-2	168.61	424.99	-2	147.1	389.88	-2
537.83	729.3	1	345.52	792.84	1	434.2	822.13	1	186.17	363.56	-2	168.58	425.1	-2	146.89	390.16	-2
558.88	738.85	1	352.35	784.82	1	435.64	818.19	1	185.8	363.63	-2	168.55	425.21	-2	146.68	390.45	-2
571.49	754.46	1	363.97	777.24	1	437.94	816.38	1	185.43	363.71	-2	168.52	425.33	-2	146.47	390.73	-2
573.79	761.52	1	379.13	762.3	1	440.16	811.93	1	185.06	363.79	-1	168.49	425.44	-1	146.26	391.02	-1
574.07	773.93	1	408.79	745.02	1	440.04	812.51	1	186.15	364.08	-1	169.48	426.41	-1	143.41	390.53	-1
570.28	792.33	1	429.61	733.85	1	439.38	809.05	1	187.12	364.25	NaN	168.07	425.77	-2	143.69	390.21	-2
567.54	809.36	1	443.57	728.54	1	440.97	805.61	1	187.95	363.74	NaN	168.04	425.88	-2	143.45	390.48	-2
561.42	820.51	1	455.18	724.99	1	442.59	804.15	1	189.97	364.85	NaN	168	426	-2	143.21	390.74	-2
559.08	828.71	1	477.17	727.05	1	445.23	805.71	1	187.26	365.04	-1	167.44	426.55	-1	142.97	391.01	-1
552.54	842.02	1	488.32	723.07	1	444.89	804.19	1	185.5	364.44	NaN	166.93	426.51	-2	142.03	390.87	-2
546.57	845.28	1	495.62	703.97	1	444.99	803.3	1	188.48	363.87	-1	166.88	426.63	-1	141.78	391.14	-1
545.21	848.01	1	494.85	681.53	1	445.09	802.68	1	174.93	368.73	-2	167.65	427.91	NaN	134.68	395.37	-2
544.56	850.6	1	489.36	646.54	1	446.29	803.44	1	174.46	368.87	-2	167.71	427.89	NaN	134.34	395.69	-2
543.74	850.02	1	478.57	596.15	1	446.11	802.7	1	174	369	-2	168.66	429.18	NaN	134	396	-2
540.69	850.4	1	457.51	556.75	1	447.55	803.87	1	174	370	-2	168.3	428.21	NaN	134	397	-2
537.63	852.35	1	425.98	505	1	447.42	802.76	1	174	373	-2	171.13	429.95	-2	135	397	-2
533.87	852.97	1	390.72	486.88	1	447.28	802.08	1	173	373	-2	171.13	430.1	NaN	134.32	398.67	-2
532.21	854.37	1	373.47	485.69	1	446.8	801.11	1	172.37	376.37	-2	174.15	435.89	-2	134	399	-2
531.96	853.06	1	344.56	484.58	1	444.47	799.59	1	171.91	376.59	-2	174.19	436.11	-2	134	400	-2
531.46	852.93	1	333.43	476.4	1	442.82	802.46	1	171.46	376.79	-2	174.24	436.33	-2	135	403	-2
529.66	855.23	1	329.4	473.01	1	443	805.28	1	171	377	-2	174.28	436.55	NaN	135	406	-2
527.49	856.44	1	320.75	443.25	1	442.94	807.04	1	170.52	379.11	-1	176.62	437.6	-1	134.16	407.3	-1
528.96	859.31	1	304.32	408.82	1	443.64	807.83	1	170	378	-2	177.7	438.47	NaN	132.89	412.74	-2
525.46	856.45	1	291.37	359.23	1	443.17	807.69	1	169.84	380.67	-1	183.08	438.91	-1	132.54	413.19	-1
524.97	854.67	1	276.86	307.49	1	442.65	807.8	1	180.98	374.85	-2	174.95	421.94	-2	132	421	-2
524.48	854.41	1	270.88	293.19	1	443.01	807.76	1	180.65	375.02	-2	175	422	-2	133.93	424.05	-2
527.81	858.03	1	273.11	290.07	1	444.03	808.14	1	180.32	375.2	-2	171.47	424.45	-2	133.6	424.6	NaN
536.4	857.57	1	281.28	288.3	1	444.94	809.14	1	179.99	375.37	-2	171.48	424.53	-2	134.15	425.49	NaN
