frame,id,x,y,width,height,confidence
81,6,-1.0,-1.0,-1,-1,-1
82,1,-1.0,-1.0,-1,-1,-1
82,2,554.1505147319843,727.1643592474262,-1,-1,-1
82,3,-1.0,-1.0,-1,-1,-1
82,4,-1.0,-1.0,-1,-1,-1
82,5,-1.0,-1.0,-1,-1,-1
82,6,-1.0,-1.0,-1,-1,-1
83,1,-1.0,-1.0,-1,-1,-1
83,2,550.6861682918021,705.4951245937161,-1,-1,-1
83,3,-1.0,-1.0,-1,-1,-1
83,4,-1.0,-1.0,-1,-1,-1
83,5,-1.0,-1.0,-1,-1,-1
83,6,-1.0,-1.0,-1,-1,-1
84,1,-1.0,-1.0,-1,-1,-1
84,2,553.4055167472685,677.827512090274,-1,-1,-1
84,3,-1.0,-1.0,-1,-1,-1
84,4,-1.0,-1.0,-1,-1,-1
84,5,-1.0,-1.0,-1,-1,-1
84,6,-1.0,-1.0,-1,-1,-1
85,1,-1.0,-1.0,-1,-1,-1
85,2,563.7962471233847,660.8914852186227,-1,-1,-1
85,3,-1.0,-1.0,-1,-1,-1
85,4,-1.0,-1.0,-1,-1,-1
85,5,-1.0,-1.0,-1,-1,-1
85,6,-1.0,-1.0,-1,-1,-1
86,1,369.5346309813463,672.4194647201947,-1,-1,-1
86,2,571.4115485564305,648.4048993875765,-1,-1,-1
86,3,441.50158598813954,683.523376086057,-1,-1,-1
86,4,-1.0,-1.0,-1,-1,-1
86,5,-1.0,-1.0,-1,-1,-1
86,6,-1.0,-1.0,-1,-1,-1
87,1,371.82986439608953,672.7677388836329,-1,-1,-1
87,2,604.557420031463,617.0082153469672,-1,-1,-1
87,3,441.021307021307,684.6077506077505,-1,-1,-1
87,4,-1.0,-1.0,-1,-1,-1
87,5,-1.0,-1.0,-1,-1,-1
87,6,-1.0,-1.0,-1,-1,-1
88,1,-1.0,-1.0,-1,-1,-1
88,2,628.3007210750573,603.843821697804,-1,-1,-1
88,3,-1.0,-1.0,-1,-1,-1
88,4,-1.0,-1.0,-1,-1,-1
88,5,-1.0,-1.0,-1,-1,-1
88,6,-1.0,-1.0,-1,-1,-1
