X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	
457.34	494.29	1	739.69	890.58	1	857.45	138.86	1	1049.7	413.32	1	264.3	447.31	1
459.39	485.91	1	755.6	884.91	1	859.46	140.9	1	1041.9	418.85	1	262.32	424.27	1
459.68	484.52	1	770.84	879.59	1	860.54	143.07	1	1034.6	424.13	1	260.72	503.62	1
457.78	474.83	1	785.88	874.52	1	862.68	146.94	1	1027.9	429.11	1	261.8	474.33	1
453.14	467.2	1	798.96	870.25	1	868.39	154.84	1	1021.3	434.21	1	266.44	563.87	1
448.43	461.92	1	809.28	867.25	1	873.32	160.09	1	1015.3	438.83	1	256.68	548.64	1
444.71	457.6	1	815.27	865.23	1	879.22	167.37	1	1009.5	443.43	1	264.14	425.52	1
440.68	453.52	1	822.11	862.88	1	884.8	174.29	1	1003.8	447.65	1	255.11	429.31	1
435.95	449.76	1	827.46	860.99	1	889.5	179.32	1	998.11	451.83	1	260.82	525.83	1
428.81	445.65	1	834.25	859.56	1	893.63	183.71	1	992.91	456	1	283.94	527.45	-1
424.54	442.31	1	841.61	857.71	1	897.83	188.33	1	987.71	464.61	1	292.95	534.72	-2
418.75	437.23	1	849.53	855.21	1	901.59	192.77	1	984.87	476.63	1	287.94	548.76	-2
414.38	433.37	1	854.7	853.92	1	905.09	197.92	1	983.08	490.81	1	282.93	562.8	-1
414.21	433.95	1	856.8	853.58	1	909.83	204.33	1	982.03	502.95	1	284.06	549.29	-1
411.75	427.04	1	857.44	853.26	1	913.89	209.13	1	981.41	514.67	1	329	563.82	-1
411.2	415.78	1	857.97	852.63	1	917.69	213.53	1	980.54	524.9	1	288.3	547.72	-1
410.69	409.39	1	859.89	853.5	1	921.39	218.18	1	974.13	537.82	1	285.92	552.65	-1
411.05	399.9	1	862.59	856.93	1	924.76	222.35	1	963.95	551.85	1	284.84	553.85	-1
411.37	393.44	1	864.85	861.64	1	928.84	225.9	1	954.43	566.26	1	286.4	554.34	-1
410.84	391.34	1	866.97	866.1	1	934.96	229.93	1	945.8	578.94	1	284.27	566.27	-1
409.79	386.33	1	868.37	871.62	1	940.58	232.99	1	936.95	590.89	1	283.74	571.21	-1
407.52	378.68	1	868.99	876.05	1	944.4	234.89	1	928.83	601.5	1	281.1	579.35	-1
405.34	373.29	1	870.71	880.92	1	951.05	238.13	1	921.01	611.47	1	279.94	582.6	-1
403.53	368.7	1	874.88	884.89	1	956.27	240.67	1	913.75	620.75	1	328.53	568.55	-1
402.24	366.85	1	881.3	888.04	1	961.23	242.71	1	906.95	629.36	1	284.88	565.74	-1
399.73	363.56	1	887.38	890.13	1	967.41	243.87	1	900.2	637.94	1	330.02	570.06	-1
392.36	360.68	1	892.86	891.8	1	973.96	241.45	1	893.21	646.78	1	328.39	574.17	-1
384.89	360.35	1	900.35	893.61	1	980.08	236.14	1	887.24	654.33	1	271.63	605.1	-1
380.26	361.08	1	905.44	894.79	1	985.31	229.41	1	881.41	661.62	1	272.21	617.04	-1
375.39	361.85	1	910.5	895.7	1	989.51	223.33	1	875.53	669.04	1	272.63	619.72	-1
372.57	362.29	1	915.15	896.38	1	993.53	216.91	1	870.86	675.04	1	274.86	629.76	-1
371.46	362.36	1	918.93	896.97	1	996.13	210.87	1	866.51	687.58	1	290.45	630.55	-1
371.16	362.25	1	922.19	897.44	1	998.86	202.68	1	863.23	702.79	1	296.54	619.9	-1
368.8	363.29	1	923.49	897.52	1	1001.9	194.82	1	860.09	718.88	1	316.92	602.98	1
367.85	363.33	1	927.06	898.15	1	1005	187.61	1	858.01	732.41	1	328.42	593.89	1
359.93	364.95	1	929.89	898.51	1	1007.8	180.85	1	856.5	745.06	1	354.96	576.51	1
356.05	365.99	1	932.43	898.88	1	1010.7	173.58	1	855.19	755.57	1	370.12	565.96	1
353.82	366.54	1	935.82	899.25	1	1012.7	169.18	1	853.36	763.6	1	384.41	556.11	1
351.71	366.74	1	939.07	899.56	1	1013.5	163.21	1	842.52	775.4	1	397.88	546.67	1
349.69	366.77	1	945.59	897.29	1	1009.3	153.95	1	827.37	783.32	1	409.77	538.22	1
348.34	366.54	1	954.62	892.39	1	1004.5	146.54	1	813.84	789.93	1	421.17	530.2	1
347.21	366.12	1	963.39	887.07	1	998.33	139.45	1	801.83	796.12	1	432.82	521.96	1
343.6	368.74	1	970.56	882.9	1	991.9	133.24	1	791.6	802.12	1	443.92	514.78	1
339.77	375.58	1	977.16	879.54	1	984.59	126.67	1	782.14	808.48	1	453.58	511.52	1
337.81	380.26	1	981.79	875.76	1	979.65	122.02	1	774.04	814.37	1	466.5	512.13	1
334.96	386.86	1	984.48	865.63	1	975.56	118.12	1	765.11	821.4	1	480.21	520.86	1
331.98	393.71	1	983.5	856.91	1	971.54	113.93	1	757.97	827.23	1	486.74	524.96	1
331.53	399.38	1	982.24	840.55	1	967.82	110.01	1	750.89	833.12	1	493.8	529.93	1
331.08	405.32	1	981.16	827.58	1	963.53	105.67	1	744.45	838.86	1	496.86	533.4	1
330.57	411.84	1	981.42	811.22	1	961.53	103.27	1	738.35	844.46	1	498.65	541.95	1
330.14	414.91	1	981.77	800.13	1	957.58	99.293	1	732.84	849.83	1	498.94	549.87	1
325.98	423.27	1	982.31	790.44	1	954.39	95.604	1	729.2	855.9	1	499.01	555.85	1
323.14	426.56	1	982.55	783.79	1	949.45	90.455	1	727.62	863.52	1	498.82	558.39	1
316.24	431.85	1	983.67	771.46	1	947.53	88.141	1	728.36	871.95	1	495.63	568.35	1
310.85	435.9	1	984.27	764.23	1	944.89	84.901	1	729.8	879.47	1	493.42	572.62	1
304.26	446.17	1	985.53	755.59	1	941.59	81.511	1	731.55	887.78	1	492.12	575.9	1
305.14	455.71	1	989.37	747.85	1	938.66	78.465	1	733.02	894.64	1	489.75	582.19	1
309.88	467.34	1	996.05	740.85	1	935.52	75.161	1	734.69	901.4	1	488.07	586.08	1
315	476.07	1	1001.7	736.63	1	932.6	72.144	1	736.02	906.96	1	488.47	586.24	1
320.12	483.96	1	1008	731.84	1	930.36	69.769	1	737.6	912.41	1	491.57	596.25	1
325.36	491.54	1	1013.1	727.57	1	926.35	67.555	1	742.01	918.68	1	497.49	607.78	1
330.03	498.75	1	1016	721.78	1	916.01	66.583	1	750.29	924.26	1	503.38	618.9	1
332.98	503.9	1	1017.4	711.36	1	903.5	66.452	1	761.05	929.49	1	508.41	628.16	1
336.39	509.52	1	1018.8	696.34	1	892.05	66.231	1	771.25	934.62	1	513.42	637.09	1
339.33	514.84	1	1020.2	685.07	1	881.45	65.904	1	781.44	938.67	1	518.31	645.62	1
341.88	519.32	1	1021.1	677.48	1	870.71	65.805	1	797.54	937.26	1	523.31	653.84	1
344.91	524.52	1	1022.7	670.88	1	860.88	66.034	1	812.35	933.32	1	532.9	660.17	1
347.65	527.43	1	1025.1	662.14	1	851.93	66.718	1	825.62	929.91	1	543	651.32	1
360.31	534.04	1	1027.7	650.05	1	844.59	66.815	1	837.94	926.78	1	547	634.29	1
366.46	536.51	1	1029.9	640.12	1	835.32	67.533	1	849.31	924.23	1	552.26	615.05	1
